,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,english,portuguese,is_known
280,280,280,280,Actually,Realmente,0
281,281,281,281,Huh,Hem,0
282,282,282,282,Shit,Merda,0
283,283,283,283,Both,Ambos,0
284,284,284,284,Heard,Fantasma,0
285,285,285,285,Once,Uma Vez,0
286,286,286,286,Ready,Pronto,0
287,287,287,287,Head,Cabeça,0
288,288,288,288,Called,Chamado,0
289,289,289,289,Used,Usado,0
290,290,290,290,Idea,Idéia,0
291,291,291,291,Knew,Sabia,0
292,292,292,292,Hold,Segurar,0
293,293,293,293,Happy,Feliz,0
294,294,294,294,Door,Porta,0
295,295,295,295,Such,Tal,0
296,296,296,296,Fuck,Foder,0
297,297,297,297,Brother,Irmão,0
298,298,298,298,Also,Também,0
299,299,299,299,Pretty,Bonito,0
300,300,300,300,Bit,Bit,0
301,301,301,301,Took,Levou,0
302,302,302,302,Haven,Refúgio,0
303,303,303,303,Yet,Ainda,0
304,304,304,304,Men,Homens,0
305,305,305,305,Whole,Todo,1
306,306,306,306,Start,Começar,0
307,307,307,307,Use,Usar,0
308,308,308,308,While,Enquanto,0
309,309,309,309,Since,Desde,0
310,310,310,310,Wife,Esposa,0
311,311,311,311,Days,Dias,0
312,312,312,312,Guess,Adivinhar,0
313,313,313,313,Tomorrow,Amanhã,0
314,314,314,314,Matter,Matéria,0
315,315,315,315,Meet,Encontrar,0
316,316,316,316,Bring,Trazer,0
317,317,317,317,Tonight,Esta Noite,0
318,318,318,318,Everyone,Todos,0
319,319,319,319,Run,Correr,0
320,320,320,320,Wanna,Quero,0
321,321,321,321,Hard,Duro,0
322,322,322,322,Ah,Ah,0
323,323,323,323,Alone,Só,0
324,324,324,324,Myself,Me,0
325,325,325,325,School,Escola,0
326,326,326,326,Gone,Sumido,0
327,327,327,327,Um,Micrômetro,0
328,328,328,328,End,Fim,0
329,329,329,329,Saying,Ditado,0
330,330,330,330,Phone,Telefone,0
331,331,331,331,Play,Brincar,0
332,332,332,332,Looks,Parece,0
333,333,333,333,Couldn,Não Consegui,0
334,334,334,334,Fucking,Do Caralho,0
335,335,335,335,Problem,Problema,0
336,336,336,336,Few,Pouco,0
337,337,337,337,Friends,Amigos,0
338,338,338,338,Gotta,Precisa,0
339,339,339,339,Ago,Atrás,0
340,340,340,340,Open,Abrir,0
341,341,341,341,Anyone,Alguém,0
342,342,342,342,Killed,Matou,0
343,343,343,343,Hope,Esperança,0
344,344,344,344,Face,Rosto,0
345,345,345,345,Until,Até,0
346,346,346,346,Lost,Perdido,0
347,347,347,347,Police,Polícia,0
348,348,348,348,Excuse,Desculpa,0
349,349,349,349,Turn,Virar,0
350,350,350,350,Business,Negócio,0
351,351,351,351,Case,Caso,0
352,352,352,352,Wants,Quer,0
353,353,353,353,Says,Diz,0
354,354,354,354,True,Verdadeiro,0
355,355,355,355,Die,Morrer,0
356,356,356,356,Heart,Coração,0
357,357,357,357,Soon,Em Breve,0
358,358,358,358,Each,Cada,0
359,359,359,359,Worry,Preocupação,0
360,360,360,360,Later,Posterior,0
361,361,361,361,Year,Ano,0
362,362,362,362,Watch,Relógio,0
363,363,363,363,Music,Música,0
364,364,364,364,Hand,Mão,1
365,365,365,365,Having,Ter,0
366,366,366,366,Probably,Provavelmente,0
367,367,367,367,Beautiful,Bonito,0
368,368,368,368,Doctor,Médico,0
369,369,369,369,Sit,Sentar,0
370,370,370,370,Eat,Comer,0
371,371,371,371,Thinking,Pensante,0
372,372,372,372,Young,Jovem,0
373,373,373,373,Second,Segundo,0
374,374,374,374,Working,Trabalhando,0
375,375,375,375,Water,Água,0
376,376,376,376,Person,Pessoa,0
377,377,377,377,Part,Parte,0
378,378,378,378,Kids,Garotada,0
379,379,379,379,Late,Tarde,0
380,380,380,380,Stuff,Rechear,0
381,381,381,381,Exactly,Exatamente,0
382,382,382,382,Under,Debaixo,0
383,383,383,383,Death,Morte,0
384,384,384,384,Minute,Minuto,0
385,385,385,385,Pay,Pagar,0
386,386,386,386,Crazy,Louco,0
387,387,387,387,Forget,Esquecer,0
388,388,388,388,Everybody,Todos,0
389,389,389,389,Kid,Cabrito,0
390,390,390,390,Change,Mudar,0
391,391,391,391,Gave,Deu,0
392,392,392,392,Happen,Acontecer,0
393,393,393,393,Damn,Droga,0
394,394,394,394,Five,Cinco,0
395,395,395,395,Drink,Beber,0
396,396,396,396,Far,Longe,0
397,397,397,397,Knows,Sabe,0
398,398,398,398,Its,Seu,0
399,399,399,399,Whatever,O Que Quer Que Seja,0
400,400,400,400,Eyes,Olho,0
401,401,401,401,Shut,Fechar,0
402,402,402,402,Aren,Aren,0
403,403,403,403,Hit,Bater,1
404,404,404,404,Taking,Levar,0
405,405,405,405,Easy,Fácil,0
406,406,406,406,Times,Vezes,0
407,407,407,407,Check,Verificar,0
408,408,408,408,Hands,Mãos,0
409,409,409,409,Minutes,Ata,0
410,410,410,410,Deal,Negócio,0
411,411,411,411,Different,Diferente,0
412,412,412,412,Means,Significa,0
413,413,413,413,Point,Ponto,0
414,414,414,414,Inside,Dentro,0
415,415,415,415,Makes,Faz,0
416,416,416,416,Asked,Pediu,0
417,417,417,417,Somebody,Alguém,0
418,418,418,418,Mine,Mina,0
419,419,419,419,Making,Fazer,0
420,420,420,420,Body,Corpo,0
421,421,421,421,Afraid,Receoso,0
422,422,422,422,Sleep,Dormir,0
423,423,423,423,Chance,Chance,0
424,424,424,424,Dear,Querido,0
425,425,425,425,Quite,Bastante,0
426,426,426,426,Four,Quatro,0
427,427,427,427,Anyway,De Qualquer Maneira,0
428,428,428,428,Close,Fechar,0
429,429,429,429,Ain,Ain,0
430,430,430,430,Party,Partido,0
431,431,431,431,Fun,Divertimento,0
432,432,432,432,Against,Contra,0
433,433,433,433,Word,Palavra,0
434,434,434,434,Comes,Vem,0
435,435,435,435,Important,Importante,0
436,436,436,436,Set,Pôr,0
437,437,437,437,Shall,Dever,0
438,438,438,438,Story,História,0
439,439,439,439,Number,Número,0
440,440,440,440,Daughter,Filha,0
441,441,441,441,Least,Menos,0
442,442,442,442,Waiting,Espera,0
443,443,443,443,Hurt,Machucar,0
444,444,444,444,Wish,Desejo,0
445,445,445,445,Moment,Momento,0
446,446,446,446,Fight,Lutar,0
447,447,447,447,Week,Semana,0
448,448,448,448,Husband,Marido,0
449,449,449,449,Girls,Raparigas,0
450,450,450,450,Rest,Descansar,0
451,451,451,451,Married,Casado,0
452,452,452,452,Fire,Fogo,0
453,453,453,453,Game,Jogo,0
454,454,454,454,Nobody,Ninguém,1
455,455,455,455,Mr,Sr,0
456,456,456,456,Children,Crianças,0
457,457,457,457,Side,Lado,0
458,458,458,458,Stand,Estar Em Pé,0
459,459,459,459,Read,Ler,0
460,460,460,460,Though,Embora,0
461,461,461,461,Cut,Cortar,0
462,462,462,462,Started,Começou,0
463,463,463,463,Sister,Irmã,0
464,464,464,464,Supposed,Suposto,0
465,465,465,465,Between,Entre,0
466,466,466,466,Child,Criança,0
467,467,467,467,Goes,Vai,0
468,468,468,468,Hours,Horas,0
469,469,469,469,Speak,Falar,0
470,470,470,470,Women,Mulher,0
471,471,471,471,Behind,Atrás,0
472,472,472,472,Almost,Quase,0
473,473,473,473,Truth,Verdade,0
474,474,474,474,Blood,Sangue,0
475,475,475,475,Able,Capaz,0
476,476,476,476,Lady,Senhora,0
477,477,477,477,Anymore,Mais,0
478,478,478,478,Playing,Jogar,0
479,479,479,479,Gets,Obtém,0
480,480,480,480,Shot,Injeção,0
481,481,481,481,Reason,Razão,0
482,482,482,482,Trouble,Incomodar,0
483,483,483,483,Break,Quebrar,0
484,484,484,484,War,Guerra,0
485,485,485,485,City,Cidade,0
486,486,486,486,Walk,Andar,0
487,487,487,487,Town,Cidade,0
488,488,488,488,Trust,Confiar,0
489,489,489,489,Dr.,Dr.,0
490,490,490,490,Met,Conheci,0
491,491,491,491,Office,Escritório,0
492,492,492,492,Question,Pergunta,0
493,493,493,493,Brought,Trazido,0
494,494,494,494,Yours,Seu,0
495,495,495,495,Welcome,Bem-Vindo,0
496,496,496,496,High,Alto,0
497,497,497,497,Wow,Uau,0
498,498,498,498,Couple,Par,0
499,499,499,499,Half,Metade,0
500,500,500,500,Died,Morreu,0
501,501,501,501,Cool,Fresco,0
502,502,502,502,Free,Livre,0
503,503,503,503,Either,Tampouco,0
504,504,504,504,Seems,Parece,0
505,505,505,505,Power,Poder,0
506,506,506,506,Whoa,Uau,0
507,507,507,507,Bye,Tchau,0
508,508,508,508,Buy,Comprar,0
509,509,509,509,Telling,Dizendo,0
510,510,510,510,Honey,Mel,1
511,511,511,511,Tried,Tentei,0
512,512,512,512,Front,Frente,0
513,513,513,513,Team,Equipe,0
514,514,514,514,Answer,Responder,0
515,515,515,515,Gun,Arma,0
516,516,516,516,Boys,Rapazes,0
517,517,517,517,Line,Linha,0
518,518,518,518,Send,Enviar,0
519,519,519,519,News,Notícia,0
520,520,520,520,Stupid,Estúpido,0
521,521,521,521,Bed,Cama,0
522,522,522,522,Hurry,Pressa,0
523,523,523,523,Full,Cheio,0
524,524,524,524,Months,Meses,0
525,525,525,525,Save,Salvar,0
526,526,526,526,Sometimes,Às Vezes,0
527,527,527,527,Become,Tornar,0
528,528,528,528,Along,Ao Longo De,0
529,529,529,529,Hate,Odiar,0
530,530,530,530,Food,Alimento,0
531,531,531,531,Outside,Fora,0
532,532,532,532,Light,Luz,0
533,533,533,533,Needs,Necessidades,0
534,534,534,534,Dog,Cão,0
535,535,535,535,Country,País,0
536,536,536,536,Clear,Claro,0
537,537,537,537,Order,Ordem,0
538,538,538,538,Em,Eme,0
539,539,539,539,Fact,Fato,0
540,540,540,540,Lord,Senhor,0
541,541,541,541,Captain,Capitão,0
542,542,542,542,Six,Seis,0
543,543,543,543,Hot,Quente,0
544,544,544,544,Funny,Engraçado,0
545,545,545,545,Black,Preto,0
546,546,546,546,Mrs.,Sra.,0
547,547,547,547,Alive,Vivo,0
548,548,548,548,Pick,Colher,0
549,549,549,549,Feeling,Sentimento,0
550,550,550,550,Living,Vivo,0
551,551,551,551,Cause,Causa,0
552,552,552,552,Ahead,Adiante,0
553,553,553,553,Lose,Perder,0
554,554,554,554,King,Rei,0
555,555,555,555,Plan,Plano,0
556,556,556,556,Dinner,Jantar,0
557,557,557,557,Sighs,Suspiros,0
558,558,558,558,Sort,Ordenar,0
559,559,559,559,Leaving,Deixando,0
560,560,560,560,Shouldn,Deveria,0
561,561,561,561,Running,Executando,0
562,562,562,562,Boss,Chefe,0
563,563,563,563,Alright,Tudo Bem,0
564,564,564,564,Promise,Prometer,0
565,565,565,565,Taken,Tomado,0
566,566,566,566,Safe,Seguro,0
567,567,567,567,Ma,Mamã,0
568,568,568,568,Book,Livro,0
569,569,569,569,Sent,Enviado,0
570,570,570,570,White,Branco,0
571,571,571,571,Hour,Hora,0
572,572,572,572,Anybody,Qualquer Um,0
573,573,573,573,Small,Pequeno,0
574,574,574,574,Perfect,Perfeito,0
575,575,575,575,'cause,Porque,0
576,576,576,576,Lives,Vidas,0
577,577,577,577,Special,Especial,0
578,578,578,578,Parents,Pais,0
579,579,579,579,John,John,0
580,580,580,580,Himself,Ele Mesmo,0
581,581,581,581,Perhaps,Talvez,0
582,582,582,582,Sounds,Sons,0
583,583,583,583,Serious,Sério,0
584,584,584,584,Sick,Doente,0
585,585,585,585,Company,Companhia,0
586,586,586,586,Ha,Ha,0
587,587,587,587,Scared,Assustado,0
588,588,588,588,Uncle,Tio,0
589,589,589,589,Poor,Pobre,0
590,590,590,590,Red,Vermelho,0
591,591,591,591,Past,Passado,0
592,592,592,592,Earth,Terra,0
593,593,593,593,Possible,Possível,0
594,594,594,594,Shoot,Atirar,0
595,595,595,595,Touch,Tocar,0
596,596,596,596,Sound,Som,0
597,597,597,597,Top,Início,0
598,598,598,598,Ass,Burro,0
599,599,599,599,Laughs,Ri,0
600,600,600,600,Cannot,Não,0
601,601,601,601,Asking,Perguntando,0
602,602,602,602,Win,Ganhar,0
603,603,603,603,Glad,Feliz,0
604,604,604,604,Control,Controle,0
605,605,605,605,Hmm,Hmm,0
606,606,606,606,Human,Humano,0
607,607,607,607,Drive,Dirigir,0
608,608,608,608,Hair,Cabelo,0
609,609,609,609,Jack,Valete,0
610,610,610,610,Bitch,Vadia,0
611,611,611,611,Luck,Sorte,0
612,612,612,612,Murder,Assassinar,0
613,613,613,613,Happens,Acontece,0
614,614,614,614,Air,Ar,1
615,615,615,615,Ten,Dez,0
616,616,616,616,Daddy,Papai,0
617,617,617,617,Finally,Finalmente,0
618,618,618,618,Chuckles,Risos,0
619,619,619,619,Fast,Rápido,0
620,620,620,620,Cold,Frio,0
621,621,621,621,Seem,Parecer,0
622,622,622,622,Laughing,Rindo,0
623,623,623,623,Words,Palavras,0
624,624,624,624,Hospital,Hospital,0
625,625,625,625,Street,Rua,0
626,626,626,626,Hang,Pendurar,0
627,627,627,627,Dance,Dançar,0
628,628,628,628,Meeting,Reunião,0
629,629,629,629,Till,Até,0
630,630,630,630,Others,Outros,0
631,631,631,631,Catch,Pegar,0
632,632,632,632,Follow,Seguir,0
633,633,633,633,Sense,Sentido,0
634,634,634,634,Sex,Sexo,0
635,635,635,635,Lie,Mentir,0
636,636,636,636,Evening,Noite,0
637,637,637,637,Master,Senhor,0
638,638,638,638,Known,Conhecido,0
639,639,639,639,Dream,Sonho,0
640,640,640,640,Write,Escrever,0
641,641,641,641,Million,Milhão,0
642,642,642,642,Voice,Voz,0
643,643,643,643,Sweet,Doce,0
644,644,644,644,Rather,De Preferência,0
645,645,645,645,Felt,Feltro,0
646,646,646,646,Sign,Sinal,0
647,647,647,647,Lucky,Afortunado,0
648,648,648,648,Somewhere,Em Algum Lugar,0
649,649,649,649,Bet,Apostar,0
650,650,650,650,Jesus,Jesus,0
651,651,651,651,Longer,Mais,0
652,652,652,652,Calling,Vocação,0
653,653,653,653,Worked,Trabalhou,0
654,654,654,654,Quiet,Quieto,0
655,655,655,655,Looked,Parecia,0
656,656,656,656,Less,Menos,0
657,657,657,657,Pull,Puxar,0
658,658,658,658,Beat,Bater,0
659,659,659,659,Careful,Cuidadoso,0
660,660,660,660,Coffee,Café,0
661,661,661,661,Return,Retornar,0
662,662,662,662,Secret,Segredo,0
663,663,663,663,Weeks,Semanas,0
664,664,664,664,Weren,Não Estávamos,0
665,665,665,665,Date,Data,0
666,666,666,666,Seeing,Ver,0
667,667,667,667,Fall,Cair,0
668,668,668,668,Given,Dado,0
669,669,669,669,Ooh,Ooh,0
670,670,670,670,Fault,Falta,0
671,671,671,671,Straight,Reto,0
672,672,672,672,Takes,Leva,0
673,673,673,673,Song,Canção,0
674,674,674,674,Future,Futuro,0
675,675,675,675,Gentlemen,Senhores,0
676,676,676,676,Loved,Amado,0
677,677,677,677,Changed,Mudou,0
678,678,678,678,Road,Caminho,0
679,679,679,679,Calm,Calmo,0
680,680,680,680,Wonderful,Maravilhoso,0
681,681,681,681,Mad,Louco,0
682,682,682,682,Turned,Virado,0
683,683,683,683,Drop,Deixar Cair,0
684,684,684,684,Ladies,Senhoras,0
685,685,685,685,Learn,Aprender,0
686,686,686,686,Step,Passo,0
687,687,687,687,Absolutely,Absolutamente,0
688,688,688,688,Early,Cedo,0
689,689,689,689,Explain,Explicar,0
690,690,690,690,Clean,Limpo,0
691,691,691,691,Piece,Peça,0
692,692,692,692,Yesterday,Ontem,0
693,693,693,693,Throw,Jogar,0
694,694,694,694,Picture,Imagem,0
695,695,695,695,Land,Terra,0
696,696,696,696,Feet,Pé,0
697,697,697,697,Wonder,Maravilha,0
698,698,698,698,Questions,Perguntas,0
699,699,699,699,Speaking,Falando,0
700,700,700,700,Worth,Valor,0
701,701,701,701,Darling,Querido,0
702,702,702,702,Dude,Cara,0
703,703,703,703,Giving,Dando,0
704,704,704,704,President,Presidente,0
705,705,705,705,Eye,Olho,0
706,706,706,706,Quick,Rápido,0
707,707,707,707,Moving,Movente,0
708,708,708,708,Figure,Figura,0
709,709,709,709,State,Estado,0
710,710,710,710,Strong,Forte,0
711,711,711,711,Sam,Sam,0
712,712,712,712,,Nenhum,0
713,713,713,713,Amazing,Incrível,0
714,714,714,714,Ones,Uns,0
715,715,715,715,Works,Obras,0
716,716,716,716,Act,Agir,0
717,717,717,717,Needed,Necessário,0
718,718,718,718,Weird,Esquisito,0
719,719,719,719,Law,Lei,0
720,720,720,720,Worried,Preocupado,0
721,721,721,721,Report,Relatório,0
722,722,722,722,Goodbye,Até Logo,0
723,723,723,723,Missing,Desaparecido,0
724,724,724,724,Choice,Escolha,0
725,725,725,725,Happening,Acontecimento,0
726,726,726,726,Chief,Chefe,0
727,727,727,727,Wedding,Casamento,0
728,728,728,728,Strange,Estranho,0
729,729,729,729,General,Geral,0
730,730,730,730,Pain,Dor,0
731,731,731,731,Kidding,Brincando,0
732,732,732,732,Decided,Decidido,0
733,733,733,733,Ya,Você,0
734,734,734,734,Pass,Passar,0
735,735,735,735,Tired,Cansado,0
736,736,736,736,Class,Classe,0
737,737,737,737,Officer,Oficial,0
738,738,738,738,Kept,Mantido,0
739,739,739,739,Wake,Acordar,0
740,740,740,740,Worse,Pior,0
741,741,741,741,Busy,Ocupado,0
742,742,742,742,Eh,Eh,0
743,743,743,743,Mistake,Erro,0
744,744,744,744,Kiss,Beijar,0
745,745,745,745,Court,Tribunal,0
746,746,746,746,Building,Edifício,0
747,747,747,747,Finish,Acabar,1
748,748,748,748,During,Durante,0
749,749,749,749,Age,Idade,0
750,750,750,750,Ship,Navio,0
751,751,751,751,Caught,Apanhado,0
752,752,752,752,Marry,Casar,0
753,753,753,753,Meant,Significava,0
754,754,754,754,Sell,Vender,0
755,755,755,755,Dark,Escuro,0
756,756,756,756,Watching,Atento,0
757,757,757,757,System,Sistema,0
758,758,758,758,Suppose,Supor,0
759,759,759,759,Evidence,Evidência,0
760,760,760,760,Movie,Filme,0
761,761,761,761,Ride,Montar,0
762,762,762,762,Completely,Completamente,0
